"Quốc gia","Tỉnh/Thành phố",Quận/Huyện,"Zip/Postal Code From","Zip/Postal Code To","Trọng lượng From","Trọng lượng To","Shipping Price","Delivery Type"
IDN,*,,,,1501.0000,2000.0000,359590.0000,"Normal Shipping"
IDN,*,,,,5501.0000,6000.0000,1629980.0000,"Express Saver"
IDN,*,,,,13501.0000,14000.0000,3317820.0000,"Express Saver"
IDN,*,,,,9001.0000,9500.0000,885940.0000,"Normal Shipping"
IDN,*,,,,1001.0000,1500.0000,324500.0000,"Normal Shipping"
IDN,*,,,,5001.0000,5500.0000,1524490.0000,"Express Saver"
IDN,*,,,,13001.0000,13500.0000,3212330.0000,"Express Saver"
IDN,*,,,,8501.0000,9000.0000,850850.0000,"Normal Shipping"
IDN,*,,,,501.0000,1000.0000,289410.0000,"Normal Shipping"
IDN,*,,,,4501.0000,5000.0000,1419000.0000,"Express Saver"
IDN,*,,,,12501.0000,13000.0000,3106840.0000,"Express Saver"
IDN,*,,,,8001.0000,8500.0000,815760.0000,"Normal Shipping"
IDN,*,,,,0.0000,500.0000,254320.0000,"Normal Shipping"
IDN,*,,,,4001.0000,4500.0000,1313510.0000,"Express Saver"
IDN,*,,,,12001.0000,12500.0000,3001350.0000,"Express Saver"
IDN,*,,,,7501.0000,8000.0000,780670.0000,"Normal Shipping"
IDN,*,,,,3501.0000,4000.0000,1208020.0000,"Express Saver"
IDN,*,,,,11501.0000,12000.0000,2895860.0000,"Express Saver"
IDN,*,,,,7001.0000,7500.0000,745580.0000,"Normal Shipping"
IDN,*,,,,15001.0000,15500.0000,1307020.0000,"Normal Shipping"
IDN,*,,,,11001.0000,11500.0000,2790370.0000,"Express Saver"
IDN,*,,,,3001.0000,3500.0000,1102530.0000,"Express Saver"
IDN,*,,,,6501.0000,7000.0000,710490.0000,"Normal Shipping"
IDN,*,,,,14501.0000,15000.0000,1271930.0000,"Normal Shipping"
IDN,*,,,,10501.0000,11000.0000,2684880.0000,"Express Saver"
IDN,*,,,,2501.0000,3000.0000,997040.0000,"Express Saver"
IDN,*,,,,6001.0000,6500.0000,675400.0000,"Normal Shipping"
IDN,*,,,,14001.0000,14500.0000,1236840.0000,"Normal Shipping"
IDN,*,,,,10001.0000,10500.0000,2579390.0000,"Express Saver"
IDN,*,,,,2001.0000,2500.0000,891550.0000,"Express Saver"
IDN,*,,,,5501.0000,6000.0000,640310.0000,"Normal Shipping"
IDN,*,,,,13501.0000,14000.0000,1201750.0000,"Normal Shipping"
IDN,*,,,,9501.0000,10000.0000,2473900.0000,"Express Saver"
IDN,*,,,,1501.0000,2000.0000,786060.0000,"Express Saver"
IDN,*,,,,5001.0000,5500.0000,605220.0000,"Normal Shipping"
IDN,*,,,,13001.0000,13500.0000,1166660.0000,"Normal Shipping"
IDN,*,,,,9001.0000,9500.0000,2368410.0000,"Express Saver"
IDN,*,,,,1001.0000,1500.0000,680570.0000,"Express Saver"
IDN,*,,,,4501.0000,5000.0000,570130.0000,"Normal Shipping"
IDN,*,,,,12501.0000,13000.0000,1131570.0000,"Normal Shipping"
IDN,*,,,,8501.0000,9000.0000,2262920.0000,"Express Saver"
IDN,*,,,,501.0000,1000.0000,575080.0000,"Express Saver"
ITA,*,,,,8501.0000,9000.0000,4434210.0000,"Express Saver"
ITA,*,,,,501.0000,1000.0000,1192290.0000,"Express Saver"
ITA,*,,,,4001.0000,4500.0000,1176670.0000,"Normal Shipping"
ITA,*,,,,12001.0000,12500.0000,2860990.0000,"Normal Shipping"
ITA,*,,,,8001.0000,8500.0000,4231590.0000,"Express Saver"
ITA,*,,,,3501.0000,4000.0000,1071400.0000,"Normal Shipping"
ITA,*,,,,11501.0000,12000.0000,2755720.0000,"Normal Shipping"
ITA,*,,,,0.0000,500.0000,989670.0000,"Express Saver"
ITA,*,,,,7501.0000,8000.0000,4028970.0000,"Express Saver"
ITA,*,,,,3001.0000,3500.0000,966130.0000,"Normal Shipping"
ITA,*,,,,11001.0000,11500.0000,2650450.0000,"Normal Shipping"
ITA,*,,,,7001.0000,7500.0000,3826350.0000,"Express Saver"
ITA,*,,,,15001.0000,15500.0000,7068270.0000,"Express Saver"
ITA,*,,,,2501.0000,3000.0000,860860.0000,"Normal Shipping"
ITA,*,,,,10501.0000,11000.0000,2545180.0000,"Normal Shipping"
ITA,*,,,,6501.0000,7000.0000,3623730.0000,"Express Saver"
ITA,*,,,,14501.0000,15000.0000,6865650.0000,"Express Saver"
ITA,*,,,,2001.0000,2500.0000,755590.0000,"Normal Shipping"
ITA,*,,,,10001.0000,10500.0000,2439910.0000,"Normal Shipping"
ITA,*,,,,6001.0000,6500.0000,3421110.0000,"Express Saver"
ITA,*,,,,14001.0000,14500.0000,6663030.0000,"Express Saver"
ITA,*,,,,1501.0000,2000.0000,650320.0000,"Normal Shipping"
ITA,*,,,,9501.0000,10000.0000,2334640.0000,"Normal Shipping"
ITA,*,,,,5501.0000,6000.0000,3218490.0000,"Express Saver"
ITA,*,,,,13501.0000,14000.0000,6460410.0000,"Express Saver"
ITA,*,,,,9001.0000,9500.0000,2229370.0000,"Normal Shipping"
ITA,*,,,,1001.0000,1500.0000,545050.0000,"Normal Shipping"
ITA,*,,,,5001.0000,5500.0000,3015870.0000,"Express Saver"
ITA,*,,,,13001.0000,13500.0000,6257790.0000,"Express Saver"
ITA,*,,,,8501.0000,9000.0000,2124100.0000,"Normal Shipping"
ITA,*,,,,501.0000,1000.0000,439780.0000,"Normal Shipping"
ITA,*,,,,4501.0000,5000.0000,2813250.0000,"Express Saver"
ITA,*,,,,12501.0000,13000.0000,6055170.0000,"Express Saver"
ITA,*,,,,8001.0000,8500.0000,2018830.0000,"Normal Shipping"
ITA,*,,,,4001.0000,4500.0000,2610630.0000,"Express Saver"
ITA,*,,,,12001.0000,12500.0000,5852550.0000,"Express Saver"
ITA,*,,,,0.0000,500.0000,334510.0000,"Normal Shipping"
ITA,*,,,,7501.0000,8000.0000,1913560.0000,"Normal Shipping"
ITA,*,,,,3501.0000,4000.0000,2408010.0000,"Express Saver"
ITA,*,,,,11501.0000,12000.0000,5649930.0000,"Express Saver"
ITA,*,,,,7001.0000,7500.0000,1808290.0000,"Normal Shipping"
ITA,*,,,,15001.0000,15500.0000,3492610.0000,"Normal Shipping"
ITA,*,,,,3001.0000,3500.0000,2205390.0000,"Express Saver"
ITA,*,,,,11001.0000,11500.0000,5447310.0000,"Express Saver"
ITA,*,,,,6501.0000,7000.0000,1703020.0000,"Normal Shipping"
ITA,*,,,,14501.0000,15000.0000,3387340.0000,"Normal Shipping"
ITA,*,,,,2501.0000,3000.0000,2002770.0000,"Express Saver"
ITA,*,,,,10501.0000,11000.0000,5244690.0000,"Express Saver"
ITA,*,,,,6001.0000,6500.0000,1597750.0000,"Normal Shipping"
ITA,*,,,,14001.0000,14500.0000,3282070.0000,"Normal Shipping"
ITA,*,,,,2001.0000,2500.0000,1800150.0000,"Express Saver"
ITA,*,,,,10001.0000,10500.0000,5042070.0000,"Express Saver"
ITA,*,,,,5501.0000,6000.0000,1492480.0000,"Normal Shipping"
ITA,*,,,,13501.0000,14000.0000,3176800.0000,"Normal Shipping"
ITA,*,,,,1501.0000,2000.0000,1597530.0000,"Express Saver"
ITA,*,,,,9501.0000,10000.0000,4839450.0000,"Express Saver"
ITA,*,,,,5001.0000,5500.0000,1387210.0000,"Normal Shipping"
ITA,*,,,,13001.0000,13500.0000,3071530.0000,"Normal Shipping"
ITA,*,,,,9001.0000,9500.0000,4636830.0000,"Express Saver"
ITA,*,,,,1001.0000,1500.0000,1394910.0000,"Express Saver"
ITA,*,,,,4501.0000,5000.0000,1281940.0000,"Normal Shipping"
ITA,*,,,,12501.0000,13000.0000,2966260.0000,"Normal Shipping"
JPN,*,,,,1001.0000,1500.0000,761420.0000,"Express Saver"
JPN,*,,,,9001.0000,9500.0000,2158860.0000,"Express Saver"
JPN,*,,,,12501.0000,13000.0000,1694990.0000,"Normal Shipping"
JPN,*,,,,4501.0000,5000.0000,827310.0000,"Normal Shipping"
JPN,*,,,,501.0000,1000.0000,674080.0000,"Express Saver"
JPN,*,,,,8501.0000,9000.0000,2071520.0000,"Express Saver"
JPN,*,,,,4001.0000,4500.0000,773080.0000,"Normal Shipping"
JPN,*,,,,12001.0000,12500.0000,1640760.0000,"Normal Shipping"
JPN,*,,,,8001.0000,8500.0000,1984180.0000,"Express Saver"
JPN,*,,,,0.0000,500.0000,586740.0000,"Express Saver"
JPN,*,,,,3501.0000,4000.0000,718850.0000,"Normal Shipping"
JPN,*,,,,11501.0000,12000.0000,1586530.0000,"Normal Shipping"
JPN,*,,,,7501.0000,8000.0000,1896840.0000,"Express Saver"
JPN,*,,,,15001.0000,15500.0000,3206940.0000,"Express Saver"
JPN,*,,,,3001.0000,3500.0000,664620.0000,"Normal Shipping"
JPN,*,,,,11001.0000,11500.0000,1532300.0000,"Normal Shipping"
JPN,*,,,,7001.0000,7500.0000,1809500.0000,"Express Saver"
JPN,*,,,,14501.0000,15000.0000,3119600.0000,"Express Saver"
JPN,*,,,,2501.0000,3000.0000,610390.0000,"Normal Shipping"
JPN,*,,,,10501.0000,11000.0000,1478070.0000,"Normal Shipping"
JPN,*,,,,6501.0000,7000.0000,1722160.0000,"Express Saver"
JPN,*,,,,14001.0000,14500.0000,3032260.0000,"Express Saver"
JPN,*,,,,2001.0000,2500.0000,556160.0000,"Normal Shipping"
JPN,*,,,,10001.0000,10500.0000,1423840.0000,"Normal Shipping"
JPN,*,,,,6001.0000,6500.0000,1634820.0000,"Express Saver"
JPN,*,,,,1501.0000,2000.0000,501930.0000,"Normal Shipping"
JPN,*,,,,9501.0000,10000.0000,1369610.0000,"Normal Shipping"
JPN,*,,,,13501.0000,14000.0000,2944920.0000,"Express Saver"
JPN,*,,,,5501.0000,6000.0000,1547480.0000,"Express Saver"
JPN,*,,,,1001.0000,1500.0000,447700.0000,"Normal Shipping"
JPN,*,,,,9001.0000,9500.0000,1315380.0000,"Normal Shipping"
JPN,*,,,,13001.0000,13500.0000,2857580.0000,"Express Saver"
JPN,*,,,,5001.0000,5500.0000,1460140.0000,"Express Saver"
JPN,*,,,,501.0000,1000.0000,393470.0000,"Normal Shipping"
JPN,*,,,,8501.0000,9000.0000,1261150.0000,"Normal Shipping"
JPN,*,,,,4501.0000,5000.0000,1372800.0000,"Express Saver"
JPN,*,,,,12501.0000,13000.0000,2770240.0000,"Express Saver"
JPN,*,,,,0.0000,500.0000,339240.0000,"Normal Shipping"
JPN,*,,,,8001.0000,8500.0000,1206920.0000,"Normal Shipping"
JPN,*,,,,4001.0000,4500.0000,1285460.0000,"Express Saver"
JPN,*,,,,12001.0000,12500.0000,2682900.0000,"Express Saver"
JPN,*,,,,7501.0000,8000.0000,1152690.0000,"Normal Shipping"
JPN,*,,,,15001.0000,15500.0000,1966140.0000,"Normal Shipping"
JPN,*,,,,3501.0000,4000.0000,1198120.0000,"Express Saver"
JPN,*,,,,11501.0000,12000.0000,2595560.0000,"Express Saver"
JPN,*,,,,7001.0000,7500.0000,1098460.0000,"Normal Shipping"
JPN,*,,,,14501.0000,15000.0000,1911910.0000,"Normal Shipping"
JPN,*,,,,3001.0000,3500.0000,1110780.0000,"Express Saver"
JPN,*,,,,11001.0000,11500.0000,2508220.0000,"Express Saver"
JPN,*,,,,6501.0000,7000.0000,1044230.0000,"Normal Shipping"
JPN,*,,,,14001.0000,14500.0000,1857680.0000,"Normal Shipping"
JPN,*,,,,2501.0000,3000.0000,1023440.0000,"Express Saver"
JPN,*,,,,10501.0000,11000.0000,2420880.0000,"Express Saver"
JPN,*,,,,6001.0000,6500.0000,990000.0000,"Normal Shipping"
JPN,*,,,,13501.0000,14000.0000,1803450.0000,"Normal Shipping"
JPN,*,,,,2001.0000,2500.0000,936100.0000,"Express Saver"
JPN,*,,,,10001.0000,10500.0000,2333540.0000,"Express Saver"
JPN,*,,,,5501.0000,6000.0000,935770.0000,"Normal Shipping"
JPN,*,,,,1501.0000,2000.0000,848760.0000,"Express Saver"
JPN,*,,,,9501.0000,10000.0000,2246200.0000,"Express Saver"
JPN,*,,,,13001.0000,13500.0000,1749220.0000,"Normal Shipping"
JPN,*,,,,5001.0000,5500.0000,881540.0000,"Normal Shipping"
KOR,*,,,,13001.0000,13500.0000,1599620.0000,"Normal Shipping"
KOR,*,,,,5001.0000,5500.0000,804100.0000,"Normal Shipping"
KOR,*,,,,1001.0000,1500.0000,761420.0000,"Express Saver"
KOR,*,,,,9001.0000,9500.0000,2158860.0000,"Express Saver"
KOR,*,,,,12501.0000,13000.0000,1549900.0000,"Normal Shipping"
KOR,*,,,,4501.0000,5000.0000,754380.0000,"Normal Shipping"
KOR,*,,,,501.0000,1000.0000,674080.0000,"Express Saver"
KOR,*,,,,8501.0000,9000.0000,2071520.0000,"Express Saver"
KOR,*,,,,4001.0000,4500.0000,704660.0000,"Normal Shipping"
KOR,*,,,,12001.0000,12500.0000,1500180.0000,"Normal Shipping"
KOR,*,,,,0.0000,500.0000,586740.0000,"Express Saver"
KOR,*,,,,8001.0000,8500.0000,1984180.0000,"Express Saver"
KOR,*,,,,3501.0000,4000.0000,654940.0000,"Normal Shipping"
KOR,*,,,,11501.0000,12000.0000,1450460.0000,"Normal Shipping"
KOR,*,,,,7501.0000,8000.0000,1896840.0000,"Express Saver"
KOR,*,,,,3001.0000,3500.0000,605220.0000,"Normal Shipping"
KOR,*,,,,11001.0000,11500.0000,1400740.0000,"Normal Shipping"
KOR,*,,,,15001.0000,15500.0000,3206940.0000,"Express Saver"
KOR,*,,,,7001.0000,7500.0000,1809500.0000,"Express Saver"
KOR,*,,,,2501.0000,3000.0000,555500.0000,"Normal Shipping"
KOR,*,,,,10501.0000,11000.0000,1351020.0000,"Normal Shipping"
KOR,*,,,,14501.0000,15000.0000,3119600.0000,"Express Saver"
KOR,*,,,,6501.0000,7000.0000,1722160.0000,"Express Saver"
KOR,*,,,,2001.0000,2500.0000,505780.0000,"Normal Shipping"
KOR,*,,,,10001.0000,10500.0000,1301300.0000,"Normal Shipping"
KOR,*,,,,14001.0000,14500.0000,3032260.0000,"Express Saver"
KOR,*,,,,6001.0000,6500.0000,1634820.0000,"Express Saver"
KOR,*,,,,1501.0000,2000.0000,456060.0000,"Normal Shipping"
KOR,*,,,,9501.0000,10000.0000,1251580.0000,"Normal Shipping"
KOR,*,,,,13501.0000,14000.0000,2944920.0000,"Express Saver"
KOR,*,,,,5501.0000,6000.0000,1547480.0000,"Express Saver"
KOR,*,,,,1001.0000,1500.0000,406340.0000,"Normal Shipping"
KOR,*,,,,9001.0000,9500.0000,1201860.0000,"Normal Shipping"
KOR,*,,,,13001.0000,13500.0000,2857580.0000,"Express Saver"
KOR,*,,,,5001.0000,5500.0000,1460140.0000,"Express Saver"
KOR,*,,,,501.0000,1000.0000,356620.0000,"Normal Shipping"
KOR,*,,,,8501.0000,9000.0000,1152140.0000,"Normal Shipping"
KOR,*,,,,12501.0000,13000.0000,2770240.0000,"Express Saver"
KOR,*,,,,4501.0000,5000.0000,1372800.0000,"Express Saver"
KOR,*,,,,0.0000,500.0000,306900.0000,"Normal Shipping"
KOR,*,,,,8001.0000,8500.0000,1102420.0000,"Normal Shipping"
KOR,*,,,,4001.0000,4500.0000,1285460.0000,"Express Saver"
KOR,*,,,,12001.0000,12500.0000,2682900.0000,"Express Saver"
KOR,*,,,,7501.0000,8000.0000,1052700.0000,"Normal Shipping"
KOR,*,,,,3501.0000,4000.0000,1198120.0000,"Express Saver"
KOR,*,,,,11501.0000,12000.0000,2595560.0000,"Express Saver"
KOR,*,,,,15001.0000,15500.0000,1798500.0000,"Normal Shipping"
KOR,*,,,,7001.0000,7500.0000,1002980.0000,"Normal Shipping"
KOR,*,,,,3001.0000,3500.0000,1110780.0000,"Express Saver"
KOR,*,,,,11001.0000,11500.0000,2508220.0000,"Express Saver"
KOR,*,,,,14501.0000,15000.0000,1748780.0000,"Normal Shipping"
KOR,*,,,,6501.0000,7000.0000,953260.0000,"Normal Shipping"
KOR,*,,,,2501.0000,3000.0000,1023440.0000,"Express Saver"
KOR,*,,,,10501.0000,11000.0000,2420880.0000,"Express Saver"
KOR,*,,,,14001.0000,14500.0000,1699060.0000,"Normal Shipping"
KOR,*,,,,6001.0000,6500.0000,903540.0000,"Normal Shipping"
KOR,*,,,,2001.0000,2500.0000,936100.0000,"Express Saver"
KOR,*,,,,10001.0000,10500.0000,2333540.0000,"Express Saver"
KOR,*,,,,13501.0000,14000.0000,1649340.0000,"Normal Shipping"
KOR,*,,,,5501.0000,6000.0000,853820.0000,"Normal Shipping"
KOR,*,,,,1501.0000,2000.0000,848760.0000,"Express Saver"
KOR,*,,,,9501.0000,10000.0000,2246200.0000,"Express Saver"
MYS,*,,,,5501.0000,6000.0000,528990.0000,"Normal Shipping"
MYS,*,,,,9501.0000,10000.0000,2473900.0000,"Express Saver"
MYS,*,,,,13001.0000,13500.0000,931590.0000,"Normal Shipping"
MYS,*,,,,1501.0000,2000.0000,786060.0000,"Express Saver"
MYS,*,,,,5001.0000,5500.0000,502150.0000,"Normal Shipping"
MYS,*,,,,12501.0000,13000.0000,904750.0000,"Normal Shipping"
MYS,*,,,,1001.0000,1500.0000,680570.0000,"Express Saver"
MYS,*,,,,9001.0000,9500.0000,2368410.0000,"Express Saver"
MYS,*,,,,4501.0000,5000.0000,475310.0000,"Normal Shipping"
MYS,*,,,,12001.0000,12500.0000,877910.0000,"Normal Shipping"
MYS,*,,,,501.0000,1000.0000,575080.0000,"Express Saver"
MYS,*,,,,8501.0000,9000.0000,2262920.0000,"Express Saver"
MYS,*,,,,4001.0000,4500.0000,448470.0000,"Normal Shipping"
MYS,*,,,,11501.0000,12000.0000,851070.0000,"Normal Shipping"
MYS,*,,,,0.0000,500.0000,469590.0000,"Express Saver"
MYS,*,,,,8001.0000,8500.0000,2157430.0000,"Express Saver"
MYS,*,,,,3501.0000,4000.0000,421630.0000,"Normal Shipping"
MYS,*,,,,11001.0000,11500.0000,824230.0000,"Normal Shipping"
MYS,*,,,,7501.0000,8000.0000,2051940.0000,"Express Saver"
MYS,*,,,,15001.0000,15500.0000,3634290.0000,"Express Saver"
MYS,*,,,,3001.0000,3500.0000,394790.0000,"Normal Shipping"
MYS,*,,,,10501.0000,11000.0000,797390.0000,"Normal Shipping"
MYS,*,,,,7001.0000,7500.0000,1946450.0000,"Express Saver"
MYS,*,,,,14501.0000,15000.0000,3528800.0000,"Express Saver"
MYS,*,,,,2501.0000,3000.0000,367950.0000,"Normal Shipping"
MYS,*,,,,6501.0000,7000.0000,1840960.0000,"Express Saver"
MYS,*,,,,10001.0000,10500.0000,770550.0000,"Normal Shipping"
MYS,*,,,,14001.0000,14500.0000,3423310.0000,"Express Saver"
MYS,*,,,,2001.0000,2500.0000,341110.0000,"Normal Shipping"
MYS,*,,,,6001.0000,6500.0000,1735470.0000,"Express Saver"
MYS,*,,,,9501.0000,10000.0000,743710.0000,"Normal Shipping"
MYS,*,,,,13501.0000,14000.0000,3317820.0000,"Express Saver"
MYS,*,,,,1501.0000,2000.0000,314270.0000,"Normal Shipping"
MYS,*,,,,5501.0000,6000.0000,1629980.0000,"Express Saver"
MYS,*,,,,13001.0000,13500.0000,3212330.0000,"Express Saver"
MYS,*,,,,1001.0000,1500.0000,287430.0000,"Normal Shipping"
MYS,*,,,,9001.0000,9500.0000,716870.0000,"Normal Shipping"
MYS,*,,,,5001.0000,5500.0000,1524490.0000,"Express Saver"
MYS,*,,,,12501.0000,13000.0000,3106840.0000,"Express Saver"
MYS,*,,,,501.0000,1000.0000,260590.0000,"Normal Shipping"
MYS,*,,,,8501.0000,9000.0000,690030.0000,"Normal Shipping"
MYS,*,,,,4501.0000,5000.0000,1419000.0000,"Express Saver"
MYS,*,,,,12001.0000,12500.0000,3001350.0000,"Express Saver"
MYS,*,,,,0.0000,500.0000,233750.0000,"Normal Shipping"
MYS,*,,,,8001.0000,8500.0000,663190.0000,"Normal Shipping"
MYS,*,,,,4001.0000,4500.0000,1313510.0000,"Express Saver"
MYS,*,,,,11501.0000,12000.0000,2895860.0000,"Express Saver"
MYS,*,,,,7501.0000,8000.0000,636350.0000,"Normal Shipping"
MYS,*,,,,15001.0000,15500.0000,1038950.0000,"Normal Shipping"
MYS,*,,,,3501.0000,4000.0000,1208020.0000,"Express Saver"
MYS,*,,,,11001.0000,11500.0000,2790370.0000,"Express Saver"
MYS,*,,,,7001.0000,7500.0000,609510.0000,"Normal Shipping"
MYS,*,,,,14501.0000,15000.0000,1012110.0000,"Normal Shipping"
MYS,*,,,,3001.0000,3500.0000,1102530.0000,"Express Saver"
MYS,*,,,,10501.0000,11000.0000,2684880.0000,"Express Saver"
MYS,*,,,,6501.0000,7000.0000,582670.0000,"Normal Shipping"
MYS,*,,,,14001.0000,14500.0000,985270.0000,"Normal Shipping"
MYS,*,,,,2501.0000,3000.0000,997040.0000,"Express Saver"
MYS,*,,,,6001.0000,6500.0000,555830.0000,"Normal Shipping"
MYS,*,,,,10001.0000,10500.0000,2579390.0000,"Express Saver"
MYS,*,,,,13501.0000,14000.0000,958430.0000,"Normal Shipping"
MYS,*,,,,2001.0000,2500.0000,891550.0000,"Express Saver"
NZL,*,,,,10001.0000,10500.0000,3182960.0000,"Express Saver"
NZL,*,,,,2001.0000,2500.0000,1155440.0000,"Express Saver"
NZL,*,,,,13501.0000,14000.0000,3058000.0000,"Normal Shipping"
NZL,*,,,,5501.0000,6000.0000,1495120.0000,"Normal Shipping"
NZL,*,,,,9501.0000,10000.0000,3056240.0000,"Express Saver"
NZL,*,,,,1501.0000,2000.0000,1028720.0000,"Express Saver"
NZL,*,,,,13001.0000,13500.0000,2960320.0000,"Normal Shipping"
NZL,*,,,,5001.0000,5500.0000,1397440.0000,"Normal Shipping"
NZL,*,,,,1001.0000,1500.0000,902000.0000,"Express Saver"
NZL,*,,,,9001.0000,9500.0000,2929520.0000,"Express Saver"
NZL,*,,,,12501.0000,13000.0000,2862640.0000,"Normal Shipping"
NZL,*,,,,4501.0000,5000.0000,1299760.0000,"Normal Shipping"
NZL,*,,,,501.0000,1000.0000,775280.0000,"Express Saver"
NZL,*,,,,8501.0000,9000.0000,2802800.0000,"Express Saver"
NZL,*,,,,12001.0000,12500.0000,2764960.0000,"Normal Shipping"
NZL,*,,,,4001.0000,4500.0000,1202080.0000,"Normal Shipping"
NZL,*,,,,0.0000,500.0000,648560.0000,"Express Saver"
NZL,*,,,,8001.0000,8500.0000,2676080.0000,"Express Saver"
NZL,*,,,,11501.0000,12000.0000,2667280.0000,"Normal Shipping"
NZL,*,,,,3501.0000,4000.0000,1104400.0000,"Normal Shipping"
NZL,*,,,,7501.0000,8000.0000,2549360.0000,"Express Saver"
NZL,*,,,,11001.0000,11500.0000,2569600.0000,"Normal Shipping"
NZL,*,,,,3001.0000,3500.0000,1006720.0000,"Normal Shipping"
NZL,*,,,,15001.0000,15500.0000,4450160.0000,"Express Saver"
NZL,*,,,,7001.0000,7500.0000,2422640.0000,"Express Saver"
NZL,*,,,,10501.0000,11000.0000,2471920.0000,"Normal Shipping"
NZL,*,,,,2501.0000,3000.0000,909040.0000,"Normal Shipping"
NZL,*,,,,14501.0000,15000.0000,4323440.0000,"Express Saver"
NZL,*,,,,6501.0000,7000.0000,2295920.0000,"Express Saver"
NZL,*,,,,10001.0000,10500.0000,2374240.0000,"Normal Shipping"
NZL,*,,,,2001.0000,2500.0000,811360.0000,"Normal Shipping"
NZL,*,,,,14001.0000,14500.0000,4196720.0000,"Express Saver"
NZL,*,,,,6001.0000,6500.0000,2169200.0000,"Express Saver"
NZL,*,,,,9501.0000,10000.0000,2276560.0000,"Normal Shipping"
NZL,*,,,,1501.0000,2000.0000,713680.0000,"Normal Shipping"
NZL,*,,,,13501.0000,14000.0000,4070000.0000,"Express Saver"
NZL,*,,,,5501.0000,6000.0000,2042480.0000,"Express Saver"
NZL,*,,,,9001.0000,9500.0000,2178880.0000,"Normal Shipping"
NZL,*,,,,1001.0000,1500.0000,616000.0000,"Normal Shipping"
NZL,*,,,,13001.0000,13500.0000,3943280.0000,"Express Saver"
NZL,*,,,,5001.0000,5500.0000,1915760.0000,"Express Saver"
NZL,*,,,,501.0000,1000.0000,518320.0000,"Normal Shipping"
NZL,*,,,,8501.0000,9000.0000,2081200.0000,"Normal Shipping"
NZL,*,,,,12501.0000,13000.0000,3816560.0000,"Express Saver"
NZL,*,,,,4501.0000,5000.0000,1789040.0000,"Express Saver"
NZL,*,,,,0.0000,500.0000,420640.0000,"Normal Shipping"
NZL,*,,,,8001.0000,8500.0000,1983520.0000,"Normal Shipping"
NZL,*,,,,12001.0000,12500.0000,3689840.0000,"Express Saver"
NZL,*,,,,4001.0000,4500.0000,1662320.0000,"Express Saver"
NZL,*,,,,7501.0000,8000.0000,1885840.0000,"Normal Shipping"
NZL,*,,,,11501.0000,12000.0000,3563120.0000,"Express Saver"
NZL,*,,,,3501.0000,4000.0000,1535600.0000,"Express Saver"
NZL,*,,,,15001.0000,15500.0000,3351040.0000,"Normal Shipping"
NZL,*,,,,7001.0000,7500.0000,1788160.0000,"Normal Shipping"
NZL,*,,,,11001.0000,11500.0000,3436400.0000,"Express Saver"
NZL,*,,,,3001.0000,3500.0000,1408880.0000,"Express Saver"
NZL,*,,,,14501.0000,15000.0000,3253360.0000,"Normal Shipping"
NZL,*,,,,6501.0000,7000.0000,1690480.0000,"Normal Shipping"
NZL,*,,,,10501.0000,11000.0000,3309680.0000,"Express Saver"
NZL,*,,,,2501.0000,3000.0000,1282160.0000,"Express Saver"
NZL,*,,,,14001.0000,14500.0000,3155680.0000,"Normal Shipping"
NZL,*,,,,6001.0000,6500.0000,1592800.0000,"Normal Shipping"
PHL,*,,,,14001.0000,14500.0000,1301740.0000,"Normal Shipping"
PHL,*,,,,2501.0000,3000.0000,997040.0000,"Express Saver"
PHL,*,,,,6001.0000,6500.0000,683980.0000,"Normal Shipping"
PHL,*,,,,10001.0000,10500.0000,2579390.0000,"Express Saver"
PHL,*,,,,13501.0000,14000.0000,1263130.0000,"Normal Shipping"
PHL,*,,,,2001.0000,2500.0000,891550.0000,"Express Saver"
PHL,*,,,,9501.0000,10000.0000,2473900.0000,"Express Saver"
PHL,*,,,,5501.0000,6000.0000,645370.0000,"Normal Shipping"
PHL,*,,,,13001.0000,13500.0000,1224520.0000,"Normal Shipping"
PHL,*,,,,1501.0000,2000.0000,786060.0000,"Express Saver"
PHL,*,,,,9001.0000,9500.0000,2368410.0000,"Express Saver"
PHL,*,,,,5001.0000,5500.0000,606760.0000,"Normal Shipping"
PHL,*,,,,12501.0000,13000.0000,1185910.0000,"Normal Shipping"
PHL,*,,,,1001.0000,1500.0000,680570.0000,"Express Saver"
PHL,*,,,,8501.0000,9000.0000,2262920.0000,"Express Saver"
PHL,*,,,,4501.0000,5000.0000,568150.0000,"Normal Shipping"
PHL,*,,,,12001.0000,12500.0000,1147300.0000,"Normal Shipping"
PHL,*,,,,501.0000,1000.0000,575080.0000,"Express Saver"
PHL,*,,,,8001.0000,8500.0000,2157430.0000,"Express Saver"
PHL,*,,,,4001.0000,4500.0000,529540.0000,"Normal Shipping"
PHL,*,,,,11501.0000,12000.0000,1108690.0000,"Normal Shipping"
PHL,*,,,,0.0000,500.0000,469590.0000,"Express Saver"
PHL,*,,,,7501.0000,8000.0000,2051940.0000,"Express Saver"
PHL,*,,,,3501.0000,4000.0000,490930.0000,"Normal Shipping"
PHL,*,,,,11001.0000,11500.0000,1070080.0000,"Normal Shipping"
PHL,*,,,,15001.0000,15500.0000,3634290.0000,"Express Saver"
PHL,*,,,,3001.0000,3500.0000,452320.0000,"Normal Shipping"
PHL,*,,,,7001.0000,7500.0000,1946450.0000,"Express Saver"
